0.000000, 0.000000, 0.000000
0.068137, -0.189374, 0.000000
0.142070, -0.403357, 0.000000
0.209795, -0.611093, 0.000000
0.271079, -0.813890, 0.000000
0.325689, -1.013053, 0.000000
0.373392, -1.209886, 0.000000
0.413957, -1.405697, 0.000000
0.451277, -1.629902, 0.000000
0.478622, -1.856425, 0.000000
0.494092, -2.058066, 0.000000
0.501427, -2.264279, 0.000000
0.500393, -2.476369, 0.000000
0.490758, -2.695643, 0.000000
0.472290, -2.923406, 0.000000
0.449253, -3.126378, 0.000000
0.419408, -3.337368, 0.000000
0.382610, -3.557198, 0.000000
0.338711, -3.786690, 0.000000
0.296599, -3.985908, 0.000000
0.249369, -4.192883, 0.000000
0.196938, -4.408090, 0.000000
0.139220, -4.632006, 0.000000
0.076130, -4.865106, 0.000000
0.021733, -5.058519, 0.000000
-0.036199, -5.258357, 0.000000
-0.097710, -5.464865, 0.000000
-0.162843, -5.678287, 0.000000
-0.231642, -5.898865, 0.000000
-0.304150, -6.126843, 0.000000
-0.380410, -6.362466, 0.000000
-0.460467, -6.605976, 0.000000
-0.544362, -6.857618, 0.000000
-0.609830, -7.051832, 0.000000
-0.677499, -7.250859, 0.000000
-0.747390, -7.454803, 0.000000
-0.819519, -7.663767, 0.000000
-0.893917, -7.877813, 0.000000
-0.970736, -8.096556, 0.000000
-1.050210, -8.319318, 0.000000
-1.132575, -8.545417, 0.000000
-1.218066, -8.774172, 0.000000
-1.306918, -9.004898, 0.000000
-1.399367, -9.236916, 0.000000
-1.495647, -9.469542, 0.000000
-1.595995, -9.702094, 0.000000
-1.700644, -9.933890, 0.000000
-1.809831, -10.164248, 0.000000
-1.923791, -10.392486, 0.000000
-2.042758, -10.617921, 0.000000
-2.166969, -10.839871, 0.000000
-2.296658, -11.057655, 0.000000
-2.432061, -11.270589, 0.000000
-2.573413, -11.477993, 0.000000
-2.720949, -11.679183, 0.000000
-2.874905, -11.873477, 0.000000
-3.035515, -12.060194, 0.000000
-3.203015, -12.238651, 0.000000
-3.377641, -12.408165, 0.000000
-3.559627, -12.568056, 0.000000
-3.749208, -12.717640, 0.000000
-3.946620, -12.856235, 0.000000
-4.152099, -12.983160, 0.000000
-4.365879, -13.097732, 0.000000
-4.588196, -13.199268, 0.000000
-4.819284, -13.287087, 0.000000
-5.059380, -13.360507, 0.000000
-5.308719, -13.418845, 0.000000
-5.567535, -13.461420, 0.000000
-5.836063, -13.487548, 0.000000
-6.114534, -13.496557, 0.000000
-6.402761, -13.488294, 0.000000
-6.699922, -13.463418, 0.000000
-6.902558, -13.437962, 0.000000
-7.108514, -13.405661, 0.000000
-7.317529, -13.366730, 0.000000
-7.529344, -13.321383, 0.000000
-7.743696, -13.269837, 0.000000
-7.960328, -13.212306, 0.000000
-8.178977, -13.149006, 0.000000
-8.399383, -13.080152, 0.000000
-8.621287, -13.005960, 0.000000
-8.844428, -12.926644, 0.000000
-9.068545, -12.842421, 0.000000
-9.293379, -12.753505, 0.000000
-9.518668, -12.660112, 0.000000
-9.744154, -12.562457, 0.000000
-9.969574, -12.460756, 0.000000
-10.194669, -12.355223, 0.000000
-10.419179, -12.246075, 0.000000
-10.642843, -12.133526, 0.000000
-10.865402, -12.017791, 0.000000
-11.086593, -11.899087, 0.000000
-11.306158, -11.777628, 0.000000
